0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.439979928603433256e-06,1.286586271658948812e-05,1.926325916358972642e-05,2.561719486654168089e-05,3.191185547819108708e-05,3.813032903687032350e-05,4.425442500154629869e-05,5.026448907658626221e-05,5.613933208413606781e-05,6.185615304169074199e-05,6.739061045146675047e-05,7.271688350757481221e-05,7.780790875822524199e-05,8.263559588956174485e-05,8.717123452853109953e-05,9.138585857338815948e-05,9.525080101974829085e-05,9.873817090287667815e-05,1.018215021179978962e-04,1.044762755352846999e-04,1.066805787064189961e-04,1.084155820586277480e-04,1.096661104331058735e-04,1.104209765850534152e-04,1.106733714418290114e-04,1.104209765850534559e-04,1.096661104331058870e-04,1.084155820586278022e-04,1.066805787064190232e-04,1.044762755352847405e-04,1.018215021179979098e-04,9.873817090287669170e-05,9.525080101974833151e-05,9.138585857338820014e-05,8.717123452853114019e-05,8.263559588956178551e-05,7.780790875822529620e-05,7.271688350757483932e-05,6.739061045146680468e-05,6.185615304169078264e-05,5.613933208413609491e-05,5.026448907658629609e-05,4.425442500154632580e-05,3.813032903687035060e-05,3.191185547819112096e-05,2.561719486654169783e-05,1.926325916358974675e-05,1.286586271658949998e-05,6.439979928603441726e-06,0.000000000000000000e+00
0.000000000000000000e+00,1.286586271658948812e-05,2.570368799470669095e-05,3.848484174156316265e-05,5.117953484897934071e-05,6.375626063985441634e-05,7.618134723861910555e-05,8.841850271874260358e-05,1.004285511441133474e-04,1.121691591140846090e-04,1.235948255923060364e-04,1.346568575363551101e-04,1.453036716350781209e-04,1.554810683505192660e-04,1.651328765156552406e-04,1.742015393850144308e-04,1.826290875314590123e-04,1.903579969504764851e-04,1.973324149459603914e-04,2.034991862245377411e-04,2.088091921655859198e-04,2.132183820325564048e-04,2.166890373620772433e-04,2.191906128988291215e-04,2.207007255454801389e-04,2.212056214019229535e-04,2.207007255454801660e-04,2.191906128988291486e-04,2.166890373620772704e-04,2.132183820325564590e-04,2.088091921655860011e-04,2.034991862245377954e-04,1.973324149459604999e-04,1.903579969504765664e-04,1.826290875314590936e-04,1.742015393850144850e-04,1.651328765156553219e-04,1.554810683505193202e-04,1.453036716350782293e-04,1.346568575363551914e-04,1.235948255923061448e-04,1.121691591140846903e-04,1.004285511441134422e-04,8.841850271874265779e-05,7.618134723861917331e-05,6.375626063985447055e-05,5.117953484897938814e-05,3.848484174156319653e-05,2.570368799470671128e-05,1.286586271658949998e-05,0.000000000000000000e+00
0.000000000000000000e+00,1.926325916358972981e-05,3.848484174156316265e-05,5.762218547546746843e-05,7.663095342245858040e-05,9.546425937249840656e-05,1.140718843749740226e-04,1.323997221600117530e-04,1.503892122728964578e-04,1.679771142891205203e-04,1.850952661076534118e-04,2.016707867124843949e-04,2.176262519461668167e-04,2.328803979822804656e-04,2.473487675825224901e-04,2.609449323610068009e-04,2.735815948971607840e-04,2.851722661962460218e-04,2.956327173841783113e-04,3.048829502151262816e-04,3.128487939889301695e-04,3.194639156763703133e-04,3.246712826210644727e-04,3.284249073256629648e-04,3.306908767177499050e-04,3.314485431393086228e-04,3.306908767177499050e-04,3.284249073256630732e-04,3.246712826210645269e-04,3.194639156763703675e-04,3.128487939889302780e-04,3.048829502151263900e-04,2.956327173841784197e-04,2.851722661962460760e-04,2.735815948971608382e-04,2.609449323610069094e-04,2.473487675825225443e-04,2.328803979822805740e-04,2.176262519461669522e-04,2.016707867124845305e-04,1.850952661076535474e-04,1.679771142891206830e-04,1.503892122728965933e-04,1.323997221600118886e-04,1.140718843749741310e-04,9.546425937249848788e-05,7.663095342245863461e-05,5.762218547546751586e-05,3.848484174156320331e-05,1.926325916358975353e-05,0.000000000000000000e+00
0.000000000000000000e+00,2.561719486654168089e-05,5.117953484897934749e-05,7.663095342245858040e-05,1.019130365399175471e-04,1.269638780694786829e-04,1.517171629308579849e-04,1.761012358270858461e-04,2.000385492428256298e-04,2.234450939903078999e-04,2.462303548151398942e-04,2.682972420568182975e-04,2.895426764609793004e-04,3.098581271175215195e-04,3.291308947323622709e-04,3.472452905546194674e-04,3.640845960136399506e-04,3.795328082711689867e-04,3.934771288473034733e-04,4.058100676260508561e-04,4.164321773930697431e-04,4.252541824072040514e-04,4.321995701872139860e-04,4.372063382716693440e-04,4.402290244367834237e-04,4.412396860729590861e-04,4.402290244367834779e-04,4.372063382716693440e-04,4.321995701872142028e-04,4.252541824072040514e-04,4.164321773930699058e-04,4.058100676260510188e-04,3.934771288473036901e-04,3.795328082711691494e-04,3.640845960136401133e-04,3.472452905546195758e-04,3.291308947323624335e-04,3.098581271175217364e-04,2.895426764609794631e-04,2.682972420568184601e-04,2.462303548151401110e-04,2.234450939903080083e-04,2.000385492428257653e-04,1.761012358270859545e-04,1.517171629308580933e-04,1.269638780694787913e-04,1.019130365399176284e-04,7.663095342245864817e-05,5.117953484897940170e-05,2.561719486654170800e-05,0.000000000000000000e+00
0.000000000000000000e+00,3.191185547819110741e-05,6.375626063985441634e-05,9.546425937249840656e-05,1.269638780694786829e-04,1.581788019863396993e-04,1.890270362956013219e-04,2.194199443868850938e-04,2.492612665722610346e-04,2.784467034117197237e-04,3.068634769674254007e-04,3.343906318424227312e-04,3.608993015721896668e-04,3.862538584520231475e-04,4.103129855225432637e-04,4.329317179529594594e-04,4.539633079737656206e-04,4.732620613575142941e-04,4.906858237571924859e-04,5.060993423977797057e-04,5.193770270147323679e-04,5.304064012482865263e-04,5.390906523798614939e-04,5.453516384844259374e-04,5.491316987141727944e-04,5.503957050057938340e-04,5.491316987141727944e-04,5.453516384844260458e-04,5.390906523798614939e-04,5.304064012482866347e-04,5.193770270147326932e-04,5.060993423977798141e-04,4.906858237571927028e-04,4.732620613575145652e-04,4.539633079737657832e-04,4.329317179529597846e-04,4.103129855225434806e-04,3.862538584520234727e-04,3.608993015721898836e-04,3.343906318424229480e-04,3.068634769674255091e-04,2.784467034117198321e-04,2.492612665722611972e-04,2.194199443868852565e-04,1.890270362956014574e-04,1.581788019863398891e-04,1.269638780694787913e-04,9.546425937249851498e-05,6.375626063985448410e-05,3.191185547819113452e-05,0.000000000000000000e+00
0.000000000000000000e+00,3.813032903687032350e-05,7.618134723861911910e-05,1.140718843749740226e-04,1.517171629308579849e-04,1.890270362956012677e-04,2.259045629021982666e-04,2.622445584912404693e-04,2.979327105172604713e-04,3.328446695771772323e-04,3.668459239282865548e-04,3.997916482834083275e-04,4.315275337129331323e-04,4.618905674178205856e-04,4.907109400534095684e-04,5.178138273831773761e-04,5.430223597903695819e-04,5.661603087769441316e-04,5.870559066281119502e-04,6.055451265061734603e-04,6.214759191793735879e-04,6.347115666640710694e-04,6.451347236360351067e-04,6.526501967286316023e-04,6.571881184594243006e-04,6.587055279982409299e-04,6.571881184594243006e-04,6.526501967286316023e-04,6.451347236360353236e-04,6.347115666640711779e-04,6.214759191793739132e-04,6.055451265061736772e-04,5.870559066281120586e-04,5.661603087769443484e-04,5.430223597903697987e-04,5.178138273831775929e-04,4.907109400534098937e-04,4.618905674178209108e-04,4.315275337129333491e-04,3.997916482834085986e-04,3.668459239282868259e-04,3.328446695771773408e-04,2.979327105172607424e-04,2.622445584912405777e-04,2.259045629021984834e-04,1.890270362956014574e-04,1.517171629308581475e-04,1.140718843749741310e-04,7.618134723861918686e-05,3.813032903687037093e-05,0.000000000000000000e+00
0.000000000000000000e+00,4.425442500154629869e-05,8.841850271874260358e-05,1.323997221600118073e-04,1.761012358270858461e-04,2.194199443868850938e-04,2.622445584912404693e-04,3.044541792869640278e-04,3.459168525152641520e-04,3.864889040162546399e-04,4.260142523604222228e-04,4.643247536211841291e-04,5.012405175336666569e-04,5.365714669616575023e-04,5.701188232163580290e-04,6.016779665905063173e-04,6.310410982553705736e-04,6.580012878685513340e-04,6.823560851393855155e-04,7.039123793293103728e-04,7.224904640074913953e-04,7.379290731963610971e-04,7.500891787849944120e-04,7.588584031308264139e-04,7.641537482362487305e-04,7.659246053750938792e-04,7.641537482362487305e-04,7.588584031308265223e-04,7.500891787849944120e-04,7.379290731963613140e-04,7.224904640074916121e-04,7.039123793293104812e-04,6.823560851393859492e-04,6.580012878685516592e-04,6.310410982553707904e-04,6.016779665905067510e-04,5.701188232163584627e-04,5.365714669616579360e-04,5.012405175336669821e-04,4.643247536211844544e-04,4.260142523604224397e-04,3.864889040162549109e-04,3.459168525152643146e-04,3.044541792869642988e-04,2.622445584912406862e-04,2.194199443868853107e-04,1.761012358270859816e-04,1.323997221600119699e-04,8.841850271874268489e-05,4.425442500154635290e-05,0.000000000000000000e+00
0.000000000000000000e+00,5.026448907658628254e-05,1.004285511441133745e-04,1.503892122728964578e-04,2.000385492428256298e-04,2.492612665722609804e-04,2.979327105172604713e-04,3.459168525152641520e-04,3.930650084379072248e-04,4.392145315432572717e-04,4.841885392730731165e-04,5.277956223046876639e-04,5.698308617238936414e-04,6.100768139534321934e-04,6.483060140368671238e-04,6.842833659128657025e-04,7.177701454953661422e-04,7.485276954426892462e-04,7.763226644450354217e-04,8.009315962975765892e-04,8.221468154265701780e-04,8.397811843146026989e-04,8.536737668471945737e-04,8.636938209770079599e-04,8.697452630932441323e-04,8.717689787549398129e-04,8.697452630932441323e-04,8.636938209770081767e-04,8.536737668471945737e-04,8.397811843146028073e-04,8.221468154265703949e-04,8.009315962975768061e-04,7.763226644450355301e-04,7.485276954426896799e-04,7.177701454953663591e-04,6.842833659128661362e-04,6.483060140368675575e-04,6.100768139534326270e-04,5.698308617238940750e-04,5.277956223046880975e-04,4.841885392730735501e-04,4.392145315432576511e-04,3.930650084379074959e-04,3.459168525152644773e-04,2.979327105172607966e-04,2.492612665722612514e-04,2.000385492428258466e-04,1.503892122728965933e-04,1.004285511441134829e-04,5.026448907658632320e-05,0.000000000000000000e+00
0.000000000000000000e+00,5.613933208413606781e-05,1.121691591140846632e-04,1.679771142891205475e-04,2.234450939903079270e-04,2.784467034117197237e-04,3.328446695771772323e-04,3.864889040162546941e-04,4.392145315432572717e-04,4.908409061270733141e-04,5.411706081878492553e-04,5.899897595855444930e-04,6.370683317730566932e-04,6.821620594446047752e-04,7.250143137866377945e-04,7.653597706036294798e-04,8.029279017779467412e-04,8.374482891973112492e-04,8.686554684890555704e-04,8.962954151071915367e-04,9.201310881153258302e-04,9.399492329678041554e-04,9.555656343676532591e-04,9.668311204964086681e-04,9.736353927879881544e-04,9.759111217310007013e-04,9.736353927879883713e-04,9.668311204964086681e-04,9.555656343676534759e-04,9.399492329678042638e-04,9.201310881153260471e-04,8.962954151071917536e-04,8.686554684890557872e-04,8.374482891973113576e-04,8.029279017779471748e-04,7.653597706036298050e-04,7.250143137866382282e-04,6.821620594446052089e-04,6.370683317730571268e-04,5.899897595855448183e-04,5.411706081878495805e-04,4.908409061270734225e-04,4.392145315432576511e-04,3.864889040162550193e-04,3.328446695771775034e-04,2.784467034117200489e-04,2.234450939903081439e-04,1.679771142891207372e-04,1.121691591140847445e-04,5.613933208413612880e-05,0.000000000000000000e+00
