,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0004371934776008246,0.0008743871838783532,0.0013115420521020338,0.001748540424730363,0.002185146830581894,0.0026209690522872595,0.003055419918682744,0.0034876805425852306,0.003916666071532347,0.004340995412807817,0.004758966809090431,0.00516854153839102,0.005567338336702804,0.005952641323028227,0.006321424160426346,0.006670392825274487,0.006996048601926225,0.007294771723928466,0.007562924453952944,0.007796970420219947,0.007993604890444345,0.008149888641535432,0.008263376515728367,0.008332230990113662,0.008355311402393876,0.008332230990113662,0.008263376515728367,0.008149888641535432,0.007993604890444345,0.007796970420219947,0.007562924453952944,0.007294771723928466,0.006996048601926225,0.006670392825274487,0.006321424160426346,0.005952641323028227,0.005567338336702804,0.00516854153839102,0.004758966809090431,0.004340995412807817,0.003916666071532347,0.0034876805425852306,0.003055419918682744,0.0026209690522872595,0.002185146830581894,0.001748540424730363,0.0013115420521020338,0.0008743871838783532,0.0004371934776008246,0.0
2,0.0,0.0008743871838783532,0.0017488141187124069,0.0026232419646469093,0.003497474627644219,0.0043710800961270614,0.005243312141228976,0.006113033181148482,0.006978639689121878,0.007837992233590035,0.008688353051917046,0.009526334928029939,0.010347865993873122,0.011148175795051594,0.011921808407245934,0.012662668386118363,0.013364104688658732,0.01401903624134206,0.014620120430411424,0.015159962443966703,0.015631359263785255,0.016027567554985293,0.016342580314750114,0.01657139365762663,0.016710243311756662,0.016756790913145362,0.016710243311756662,0.01657139365762663,0.016342580314750114,0.016027567554985293,0.015631359263785255,0.015159962443966703,0.014620120430411424,0.01401903624134206,0.013364104688658732,0.012662668386118363,0.011921808407245934,0.011148175795051594,0.010347865993873122,0.009526334928029939,0.008688353051917046,0.007837992233590035,0.006978639689121878,0.006113033181148482,0.005243312141228976,0.0043710800961270614,0.003497474627644219,0.0026232419646469093,0.0017488141187124069,0.0008743871838783532,0.0
3,0.0,0.0013115420521020338,0.0026232419646469085,0.0039351397844375234,0.005247039640737141,0.006558391277804427,0.007868171587460213,0.009174767165900953,0.010475859803307454,0.011768317912093474,0.013048098178961142,0.014310163124649989,0.015548421666546611,0.016755701040748975,0.017923759327160872,0.019043348050317967,0.020104333577455828,0.021095883984861927,0.022006724467551912,0.022825459145596666,0.02354095046323571,0.024142739833045324,0.024621485686178647,0.02496938891247675,0.02518057219630042,0.02525138016552278,0.02518057219630042,0.02496938891247675,0.024621485686178647,0.024142739833045324,0.02354095046323571,0.022825459145596666,0.022006724467551912,0.021095883984861927,0.020104333577455828,0.019043348050317967,0.017923759327160872,0.016755701040748975,0.015548421666546611,0.014310163124649989,0.013048098178961142,0.011768317912093474,0.010475859803307454,0.009174767165900953,0.007868171587460213,0.006558391277804427,0.005247039640737141,0.0039351397844375234,0.0026232419646469085,0.0013115420521020338,0.0
4,0.0,0.0017485404247303622,0.0034974746276442187,0.005247039640737141,0.006997158278715517,0.008747280503847894,0.010496223766653809,0.012242013346648465,0.013981724917762695,0.01571133307952602,0.01742557140359093,0.01911781158044264,0.02077997138658736,0.02240246321947919,0.023974196558608416,0.025482648495752235,0.02691401593873695,0.028253460700957068,0.029485453977130472,0.030594219417739075,0.0315642642831762,0.0323809766814105,0.03303125503595053,0.033504125674924015,0.03379129808907509,0.03388760709286658,0.03379129808907509,0.033504125674924015,0.03303125503595053,0.0323809766814105,0.0315642642831762,0.030594219417739075,0.029485453977130472,0.028253460700957068,0.02691401593873695,0.025482648495752235,0.023974196558608416,0.02240246321947919,0.02077997138658736,0.01911781158044264,0.01742557140359093,0.01571133307952602,0.013981724917762695,0.012242013346648465,0.010496223766653809,0.008747280503847894,0.006997158278715517,0.005247039640737141,0.0034974746276442187,0.0017485404247303622,0.0
5,0.0,0.002185146830581893,0.004371080096127061,0.006558391277804426,0.008747280503847894,0.010937357606867,0.013127440248466953,0.015315349819332275,0.017497707339396693,0.01966973354240842,0.02182505973210428,0.023955558795611342,0.026051208827977068,0.02810000492155837,0.03008793742012386,0.031999056774200146,0.03381564533830143,0.035518514183153924,0.03708743742509628,0.038501727087626905,0.03974093800678848,0.040785675515554856,0.04161846043871499,0.042224589283126085,0.042592916183694325,0.04271648087620409,0.042592916183694325,0.042224589283126085,0.04161846043871499,0.040785675515554856,0.03974093800678848,0.038501727087626905,0.03708743742509628,0.035518514183153924,0.03381564533830143,0.031999056774200146,0.03008793742012386,0.02810000492155837,0.026051208827977068,0.023955558795611342,0.02182505973210428,0.01966973354240842,0.017497707339396693,0.015315349819332275,0.013127440248466953,0.010937357606867,0.008747280503847894,0.006558391277804426,0.004371080096127061,0.002185146830581893,0.0
6,0.0,0.002620969052287259,0.005243312141228976,0.00786817158746021,0.010496223766653809,0.013127440248466953,0.01576084299697245,0.01839425360549233,0.021024038347241543,0.023644853226094168,0.026249396256820063,0.02882817789130743,0.031369324746733616,0.033858436349589516,0.0362785190462916,0.03861002484300891,0.04083102472327197,0.042917544680743006,0.044844086887309925,0.04658434683006847,0.04811211923279418,0.0494023616555716,0.05043235713173758,0.051182890398959305,0.051639332262085516,0.051792519891009386,0.051639332262085516,0.051182890398959305,0.05043235713173758,0.0494023616555716,0.04811211923279418,0.04658434683006847,0.044844086887309925,0.042917544680743006,0.04083102472327197,0.03861002484300891,0.0362785190462916,0.033858436349589516,0.031369324746733616,0.02882817789130743,0.026249396256820063,0.023644853226094168,0.021024038347241543,0.01839425360549233,0.01576084299697245,0.013127440248466953,0.010496223766653809,0.00786817158746021,0.005243312141228976,0.002620969052287259,0.0
7,0.0,0.0030554199186827434,0.006113033181148482,0.009174767165900951,0.012242013346648465,0.015315349819332275,0.01839425360549233,0.02147680144048305,0.024559359790317953,0.027636267639326986,0.030699519277977545,0.033738458985991676,0.03673950515028665,0.03968592781293364,0.04255771047568363,0.04533153337573778,0.04798092008638365,0.0504765903501746,0.05278705725217628,0.05487949381680325,0.05672087105173002,0.05827933610362222,0.05952575798033288,0.060435325285178254,0.06098904519343064,0.061174976866678644,0.06098904519343064,0.060435325285178254,0.05952575798033288,0.05827933610362222,0.05672087105173002,0.05487949381680325,0.05278705725217628,0.0504765903501746,0.04798092008638365,0.04533153337573778,0.04255771047568363,0.03968592781293364,0.03673950515028665,0.033738458985991676,0.030699519277977545,0.027636267639326986,0.024559359790317953,0.02147680144048305,0.01839425360549233,0.015315349819332275,0.012242013346648465,0.009174767165900951,0.006113033181148482,0.0030554199186827434,0.0
8,0.0,0.00348768054258523,0.006978639689121877,0.010475859803307454,0.013981724917762693,0.017497707339396696,0.021024038347241543,0.024559359790317953,0.02810035552854242,0.031641364727968926,0.03517398326110514,0.03868666510743836,0.04216434286599137,0.04558809528070429,0.0489348997242334,0.05217751805607773,0.05528457359859721,0.05822088266310682,0.06094810264477994,0.06342574605587975,0.06561258202738501,0.06746840156619854,0.06895606191699696,0.07004365656958185,0.0707065956533731,0.07092934657989883,0.0707065956533731,0.07004365656958185,0.06895606191699696,0.06746840156619854,0.06561258202738501,0.06342574605587975,0.06094810264477994,0.05822088266310682,0.05528457359859721,0.05217751805607773,0.0489348997242334,0.04558809528070429,0.04216434286599137,0.03868666510743836,0.03517398326110514,0.031641364727968926,0.02810035552854242,0.024559359790317953,0.021024038347241543,0.017497707339396696,0.013981724917762693,0.010475859803307454,0.006978639689121877,0.00348768054258523,0.0
9,0.0,0.003916666071532347,0.007837992233590035,0.011768317912093472,0.01571133307952601,0.01966973354240842,0.023644853226094168,0.02763626763932698,0.03164136472796892,0.03565488242713668,0.03966841677892653,0.043669910938575654,0.047643144180882814,0.05156725145746521,0.05541631814396073,0.05915911073698556,0.06275902077338569,0.06617431303054673,0.0693587751734655,0.07226285769433766,0.0748353625847355,0.07702568034525573,0.07878648644618202,0.08007669886628545,0.08086439004447611,0.08112927403034016,0.08086439004447611,0.08007669886628545,0.07878648644618202,0.07702568034525573,0.0748353625847355,0.07226285769433766,0.0693587751734655,0.06617431303054673,0.06275902077338569,0.05915911073698556,0.05541631814396073,0.05156725145746521,0.047643144180882814,0.043669910938575654,0.03966841677892653,0.03565488242713668,0.03164136472796892,0.02763626763932698,0.023644853226094168,0.01966973354240842,0.01571133307952601,0.011768317912093472,0.007837992233590035,0.003916666071532347,0.0
