,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,4.904221223163754,4.916490915010035,4.953185855762211,5.013966236798576,5.0982603353729745,5.205254115453414,5.333877574221088,5.482789012665547,5.650358738453567,5.8346540478784235,6.033427647941979,6.2441119312923,6.463821659951688,6.689367597732268,6.917283406352507,7.143867646674534,7.365241983928951,7.577425693257949,7.776425344886336,7.958337201551602,8.119458505193005,8.256402611312906,8.366212001948877,8.446462712150334,8.49535374379421,8.51177566131736,8.495353743794622,8.446462712151149,8.366212001950085,8.256402611314485,8.119458505194933,7.958337201553847,7.776425344888861,7.577425693260715,7.3652419839319165,7.143867646677651,6.917283406355726,6.689367597735539,6.463821659954959,6.24411193129552,6.033427647945096,5.83465404788139,5.650358738456335,5.482789012668072,5.333877574223331,5.2052541154553404,5.098260335374553,5.013966236799782,4.953185855763026,4.916490915010446
1,4.916490915010264,4.928877844498419,4.965924339362105,5.027291718021164,5.112410204704794,5.22046800885793,5.350397002007596,5.5008561529424815,5.6702142376090094,5.856533697126939,6.057557851320952,6.27070394891189,6.493064701441429,6.721420952216481,6.952267920460304,7.181856990271118,7.406254259798852,7.62141603469867,7.8232801865679615,8.00787088905892,8.171412817952909,8.310449610936237,8.421960392138205,8.503467626100743,8.553129587761681,8.569811371165953,8.553129587762093,8.503467626101559,8.421960392139411,8.310449610937814,8.171412817954835,8.007870889061163,7.823280186570486,7.621416034701436,7.406254259801817,7.181856990274234,6.952267920463524,6.721420952219753,6.493064701444701,6.270703948915109,6.057557851324068,5.856533697129906,5.670214237611778,5.5008561529450075,5.3503970020098395,5.220468008859855,5.112410204706372,5.02729171802237,4.965924339362919,4.928877844498829
2,4.953185855762571,4.965924339362236,5.004025577225622,5.067154374211391,5.154746838122283,5.265997960576245,5.3998452804991155,5.554949793088477,5.729675659334989,5.922070674720605,6.1298498470328315,6.350384772436011,6.58070173206865,6.817491494949514,7.0571336413265335,7.295737756928548,7.5292030575528965,7.7532968843342855,7.963751107466556,8.156373885216727,8.32717258876324,8.472482200426322,8.589092316493046,8.674365216038291,8.726337430523484,8.743797932111542,8.726337430523893,8.674365216039105,8.589092316494252,8.472482200427903,8.327172588765166,8.15637388521897,7.963751107469081,7.753296884337053,7.529203057555862,7.295737756931665,7.057133641329752,6.817491494952786,6.58070173207192,6.350384772439231,6.129849847035949,5.922070674723572,5.729675659337757,5.554949793091003,5.399845280501359,5.265997960578171,5.154746838123862,5.067154374212598,5.004025577226438,4.965924339362647
3,5.013966236798968,5.027291718021329,5.067154374211424,5.133225323573769,5.22495127971873,5.341539633219339,5.481938712065542,5.6448144044179696,5.828524768473406,6.031094732085125,6.250193472442212,6.483117517028429,6.7267829555502106,6.977730318185868,7.232145572219025,7.485900238239353,7.734612774080636,7.9737321065684625,8.198642551527183,8.404787459785739,8.587806932651292,8.743683084983587,8.868884840771411,8.960503355358245,9.016369048759273,9.035141997474243,9.016369048759683,8.960503355359059,8.868884840772617,8.743683084985166,8.587806932653217,8.404787459787983,8.198642551529709,7.973732106571229,7.734612774083601,7.485900238242469,7.232145572222244,6.977730318189138,6.726782955553482,6.483117517031649,6.25019347244533,6.031094732088092,5.828524768476174,5.644814404420496,5.4819387120677865,5.341539633221267,5.224951279720309,5.133225323574976,5.0671543742122385,5.027291718021738
4,5.098260335373299,5.11241020470489,5.154746838122247,5.224951279718663,5.322487006947637,5.446581435957678,5.596201298701046,5.7700230989400225,5.966400363528614,6.183329989189629,6.418420612928328,6.668866549677079,6.9314313606158215,7.2024454346276015,7.477821966878138,7.753095291546184,8.023484587009543,8.283984489801517,8.529482169911626,8.754898062062264,8.955344928664038,9.126297532100498,9.263763233551334,9.36444261757135,9.425869006805142,9.446516608376712,9.425869006805552,9.364442617572166,9.26376323355254,9.126297532102079,8.955344928665964,8.754898062064509,8.529482169914152,8.283984489804284,8.023484587012508,7.753095291549301,7.477821966881358,7.202445434630873,6.931431360619093,6.668866549680299,6.418420612931445,6.183329989192597,5.966400363531382,5.7700230989425485,5.596201298703291,5.446581435959605,5.322487006949215,5.224951279719869,5.154746838123063,5.112410204705301
5,5.205254115453572,5.220468008857859,5.265997960576043,5.3415396332191065,5.446581435957513,5.5803812713304906,5.741935422684964,5.929940797869458,6.142752344286747,6.378338177137955,6.6342357821201485,6.907513496386116,7.194742230497091,7.491982930043821,7.794795429727462,8.09827396883203,8.397113591445116,8.685709889280005,8.95829209701417,9.209086572495554,9.43250445688893,9.62334417898067,9.776996861743388,9.889641015967156,9.958412492492023,9.981536692372671,9.958412492492434,9.889641015967971,9.776996861744596,9.62334417898225,9.432504456890857,9.209086572497798,8.958292097016697,8.685709889282775,8.39711359144808,8.098273968835148,7.794795429730683,7.491982930047092,7.194742230500362,6.907513496389336,6.634235782123266,6.378338177140922,6.142752344289516,5.929940797871984,5.741935422687209,5.580381271332418,5.446581435959091,5.341539633220313,5.2659979605768585,5.220468008858269
6,5.333877574220983,5.350397002007263,5.399845280498653,5.481938712065047,5.596201298700619,5.741935422684702,5.9181824870994095,6.123674703693654,6.356779930140442,6.615442370964122,6.89712302768238,7.198744928233502,7.516649246292571,7.846569253390233,8.183629415825754,8.52237663738116,8.856849478979631,9.180689062248646,9.48729231567284,9.770004434251842,10.022343240249604,10.23824403124628,10.41231003572964,10.540051312009416,10.618094266719062,10.644345186373762,10.618094266719474,10.540051312010231,10.412310035730847,10.238244031247863,10.022343240251532,9.770004434254083,9.487292315675365,9.180689062251414,8.856849478982596,8.522376637384278,8.183629415828975,7.846569253393505,7.5166492462958425,7.198744928236722,6.897123027685497,6.615442370967088,6.356779930143211,6.12367470369618,5.918182487101654,5.741935422686629,5.596201298702197,5.4819387120662535,5.399845280499466,5.350397002007674
7,5.482789012665088,5.500856152941794,5.55494979308766,5.644814404417121,5.770023098939241,5.929940797868842,6.1236747036933,6.350013172932997,6.607354943667974,6.893631818567324,7.206229297989795,7.5419111934288985,7.896755753634541,8.266112062538534,8.644586131898265,9.026065916050445,9.403793169467345,9.770487503914442,10.118524199089153,10.440162501971,10.727815753679765,10.974349329251732,11.173387794017513,11.319609596181342,11.40900662439811,11.439087406905177,11.409006624398524,11.319609596182161,11.173387794018721,10.974349329253313,10.727815753681693,10.440162501973248,10.11852419909168,9.770487503917211,9.403793169470314,9.026065916053563,8.644586131901486,8.266112062541804,7.8967557536378115,7.541911193432117,7.206229297992912,6.89363181857029,6.6073549436707415,6.350013172935523,6.123674703695545,5.929940797870769,5.77002309894082,5.6448144044183275,5.5549497930884755,5.500856152942206
8,5.650358738452669,5.670214237607883,5.729675659333731,5.828524768472116,5.966400363527392,6.142752344285692,6.356779930139649,6.607354943667534,6.892932103466199,7.2114497070669925,7.560225883086927,7.9358576233943,8.334131848579,8.749959500038317,9.177344709618668,9.609401074886463,10.038425618115522,10.456037916865712,10.853387163126797,11.221423805626737,11.551225510818053,11.834360243613649,12.063263270007749,12.231600775689975,12.334591368438431,12.36925845366113,12.334591368438844,12.23160077569079,12.063263270008955,11.834360243615228,11.55122551081998,11.221423805628982,10.853387163129323,10.45603791686848,10.038425618118486,9.60940107488958,9.177344709621886,8.749959500041587,8.334131848582269,7.935857623397519,7.560225883090043,7.211449707069958,6.892932103468966,6.607354943670059,6.356779930141893,6.142752344287618,5.96640036352897,5.828524768473322,5.729675659334547,5.6702142376082945
9,5.834654047877005,5.856533697125292,5.922070674718829,6.031094732083316,6.183329989187889,6.37833817713638,6.615442370962809,6.893631818566364,7.211449707066472,7.566867497525377,7.957151755033508,8.378732049208757,8.827081221502745,9.296621709014923,9.780673185456449,10.271457002604855,10.760171323107503,11.237147127782004,11.69208943001519,12.11440035902536,12.493571979782676,12.819627824658792,13.083584347791572,13.27789811999773,13.396862595890447,13.436920325046602,13.396862595890859,13.277898119998543,13.083584347792778,12.819627824660373,12.493571979784605,12.114400359027607,11.692089430017718,11.237147127784771,10.760171323110468,10.271457002607972,9.780673185459667,9.296621709018194,8.827081221506013,8.378732049211976,7.957151755036624,7.566867497528341,7.21144970706924,6.89363181856889,6.615442370965052,6.378338177138305,6.183329989189467,6.031094732084523,5.922070674719643,5.856533697125704
