Infected Fraction,Immune Fraction
0.25485413333333334,0.0
0.22433066666666668,0.05
0.18958284444444443,0.1
0.15078702222222223,0.15000000000000002
0.0995856,0.2
0.04105102222222222,0.25
0.011196635016419723,0.30000000000000004
0.004373962598804705,0.35000000000000003
0.0006533333333333335,0.4
0.00010285714285714287,0.45
0.0,0.5
0.0,0.55
0.0,0.6000000000000001
0.0,0.65
0.0,0.7000000000000001
0.0,0.75
0.0,0.8
0.0,0.8500000000000001
0.0,0.9
0.0,0.9500000000000001
