0,1,2,3,4,5,6,7,8,9
0.0013306666666666666,0.001434666666666668,0.0013893333333333336,0.0015626666666666662,0.0015146666666666663,0.0015013333333333333,0.0015626666666666668,0.0016213333333333334,0.0013866666666666667,0.0015840000000000001
0.001456,0.0014053333333333335,0.0013520000000000001,0.0014213333333333333,0.0016373333333333335,0.0015413333333333334,0.001789333333333333,0.0015840000000000001,0.0018133333333333335,0.0016560000000000001
0.001496,0.0015840000000000001,0.0014933333333333333,0.0014933333333333333,0.0033759999999999997,0.0018880000000000001,0.06252266666666664,0.07630933333333337,0.07812266666666662,0.0774613333333333
0.001608,0.0015626666666666666,0.0017760000000000002,0.0017013333333333331,0.04486133333333332,0.0727333333333333,0.09671466666666664,0.10844800000000006,0.11507733333333332,0.11702933333333332
0.0016213333333333334,0.0018026666666666664,0.0017466666666666668,0.0017840000000000004,0.06697866666666667,0.0865306666666667,0.10836533333333329,0.131128,0.14424533333333334,0.15397866666666668
0.0015973333333333334,0.0016320000000000002,0.001816,0.05584266666666671,0.07701066666666662,0.09695466666666668,0.117848,0.13978133333333337,0.15791200000000005,0.17569600000000002
0.001648,0.0018000000000000002,0.0020506666666666663,0.06352266666666666,0.08769866666666665,0.10943466666666665,0.12750933333333334,0.14863466666666678,0.16596266666666667,0.18497866666666668
0.0017520000000000003,0.0018186666666666666,0.04678933333333333,0.0726293333333333,0.09484266666666669,0.11790933333333332,0.1392053333333334,0.15831999999999996,0.17701866666666669,0.19540266666666664
0.0017466666666666668,0.0018453333333333334,0.026543999999999995,0.0771413333333333,0.10259733333333329,0.12762666666666664,0.14841866666666678,0.17011466666666664,0.18509333333333328,0.20341333333333333
0.0016826666666666667,0.0017893333333333335,0.052776,0.08176799999999997,0.10846133333333331,0.13368533333333343,0.1570213333333332,0.17676,0.1957946666666665,0.21175200000000002
